Palce_State,Place_District,Place_City,Place_Name,Place_Rating,Place_Category,Place_Address,Place_GPS_Code,Place_Description,Place_Map_Link,Place_Photo,Unnamed: 11
Maharashtra,Nagpur,Nagpur,Balasaheb Thackeray Gorewada International Zoological Park,4.2,Zoo,"Sambhodhi Buddha vihar Katol Road Gittikhadan, Maharashtra 440013","21.194766909202862, 79.01034999755693",Large zoo with tiger & leopard safaris,https://www.google.com/maps/place/Balasaheb+Thackeray+Gorewada+International+Zoological+Park/data=!4m5!3m4!1s0x3bd4ea192ad286ff:0x9af43a7d71397d87!8m2!3d21.1946919!4d79.01035?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOpBBiqZhQrb-EPmoCd40GOJBeGhf8JzxzWcqg_=w138-h92-k-no,
Maharashtra,Nagpur,Nagpur,Ambedkar Statue,4.2,Historical landmark,"43JR+V59, Rambagh Medical, Rambagh, Nagpur, Maharashtra 440003","21.132247740935796, 79.09046616871943",Historical fort & current army base,https://www.google.com/maps/place/Ambedkar+Statue/data=!4m5!3m4!1s0x3bd4c0a4aafbc421:0x634caa372623ff4!8m2!3d21.1321727!4d79.0904769?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNyHufl_Qn74Jn754Ji7QfszszSTm9-tWvLYZ6K=w80-h106-k-no,
Maharashtra,Nagpur,Nagpur,Ramdham,4,Water Park,"Jabalpur - Nagpur Rd, Mansar, Maharashtra 440010","21.390221190897208, 79.25894843988745",Cultural park with replica temples,https://www.google.com/maps/place/Ramdham/data=!4m5!3m4!1s0x3bd4c07b9e4269db:0x6d3b2c0b3c961609!8m2!3d21.3902262!4d79.2589699?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMp2POWm5UDXESztze4_EnrUROmffzcKkfeLUN1=w122-h92-k-no,
Maharashtra,Nagpur,Nagpur,NIT Garden,3.9,Park,"53, Old Jari Pataka Rd, Nazul Layout Colony, Mecosabagh Christian Colony, Nagpur, Maharashtra 440014","21.17427661961292, 79.08543843988377",Large Buddhist stupa at a sacred site,https://www.google.com/maps/place/NIT+Garden/data=!4m5!3m4!1s0x3bd4c11f34c36d49:0x8739feec617499e1!8m2!3d21.1742016!4d79.0854599?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPGVtAxRLaqkRfaXtAGqPvzaAoaUdp9xeBy8TbH=w145-h92-k-no,
Maharashtra,Nagpur,Nagpur,Rizwankha,4.4,Park,"135, Bus Stop Rd, Block Number 8, Mangalwari, Mahal, Nagpur, Maharashtra 440032","21.141613722783735, 79.11203645522878",,https://www.google.com/maps/place/Rizwankha/data=!4m5!3m4!1s0x3bd4c756e22ffa05:0x2a81f08ea87f8afd!8m2!3d21.1415587!4d79.112015?authuser=0&hl=en&rclk=1,https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,
Maharashtra,Nagpur,Nagpur,Chatrapati Shivaji Maharaj Smarak,4.4,Museum,"5242+JGC, Vayusena Nagar, Nagpur, Maharashtra 440023","21.15660881720381, 79.0012641975562",,https://www.google.com/maps/place/Chatrapati+Shivaji+Maharaj+Smarak/data=!4m5!3m4!1s0x3bd4eb5816ddbb6d:0x797065ab4f8b1b93!8m2!3d21.1565538!4d79.0012642?authuser=0&hl=en&rclk=1,https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,
Maharashtra,Nagpur,Nagpur,Pataleshwar Mahadev Mandir,4.7,Temple,"24, Tilak Rd, Mahal, Nagpur, Maharashtra 440032","21.145064569776633, 79.10649108221052",,https://www.google.com/maps/place/Pataleshwar+Mahadev+Mandir/data=!4m5!3m4!1s0x3bd4c0b599a3dbad:0x6e7eaaf61a38acce!8m2!3d21.1450896!4d79.106534?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNrevsgQMSyzvvTHdLC8Bdfub8EZFI4RfJZtZUv=w80-h106-k-no,
Maharashtra,Nagpur,Nagpur,Babasaheb Ambedkar Park,4.4,Park,"54Q2+4Q7, Sahayog Nagar, Jagrut Nagar, Angulimal Nagar, Nagpur, Maharashtra 440026","21.18787711627942, 79.10193729755677",,https://www.google.com/maps/place/%E0%A4%A1%E0%A5%89+%E0%A4%AC%E0%A4%BE%E0%A4%AC%E0%A4%BE%E0%A4%B8%E0%A4%BE%E0%A4%B9%E0%A5%87%E0%A4%AC+%E0%A4%86%E0%A4%82%E0%A4%AC%E0%A5%87%E0%A4%A1%E0%A4%95%E0%A4%B0+%E0%A4%B8%E0%A4%BE%E0%A4%82%E0%A4%B8%E0%A5%8D%E0%A4%95%E0%A5%83%E0%A4%A4%E0%A4%BF%E0%A4%95+%E0%A4%B5+%E0%A4%95%E0%A5%8D%E0%A4%B0%E0%A5%80%E0%A4%A1%E0%A4%BC%E0%A4%BE+%E0%A4%89%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%A8+%E0%A4%85%E0%A4%82%E0%A4%97%E0%A5%81%E0%A4%B2%E0%A4%BF%E0%A4%AE%E0%A4%BE%E0%A4%B2+%E0%A4%A8%E0%A4%97%E0%A4%B0+%E0%A4%A8%E0%A4%BE%E0%A4%97%E0%A4%AA%E0%A5%81%E0%A4%B0/data=!4m5!3m4!1s0x3bd4c1367ee1b6c7:0xa22d19af379c17ca!8m2!3d21.1877921!4d79.1019373?authuser=0&hl=en&rclk=1,https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,
Maharashtra,Nagpur,Nagpur,"Neelkanth Van, Waddhamna, Nagpur",5,Tourist attraction,"4WHM+38J, Wadi, Nagpur, Maharashtra 440023","21.12775031266623, 78.93322448221019",,"https://www.google.com/maps/place/Neelkanth+Van,+Waddhamna,+Nagpur/data=!4m5!3m4!1s0x3bd4eb19e79ca9db:0x5e2026e364b2f8de!8m2!3d21.1277153!4d78.9332674?authuser=0&hl=en&rclk=1",https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,
Maharashtra,Nagpur,Nagpur,Sawarkar Park,5,Park,"5498+C9X, Vaishali Nagar, Nagpur, Maharashtra 440017","21.168657402971583, 79.11600012639288",,https://www.google.com/maps/place/%E0%A4%9A%E0%A4%BF%E0%A4%82%E0%A4%A7%E0%A5%81%E0%A4%9C%E0%A5%80+%E0%A4%B8%E0%A4%BE%E0%A4%B5%E0%A4%B0%E0%A4%95%E0%A4%B0+%E0%A4%89%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%A8+%F0%9F%8C%B4%F0%9F%90%BF/data=!4m5!3m4!1s0x3bd4c7b3c824b8f7:0x7ed3219fd2769164!8m2!3d21.1686224!4d79.1159894?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMsF9Tvb2JoYukBe6U1thQ6G153IjIh8i6LaP22=w163-h92-k-no,
Maharashtra,Nagpur,Nagpur,Gandhisagar Lake,4.1,View Point,"Empress City, Nagpur, Maharashtra 440018","21.146434527697625, 79.09765829110887",,https://www.google.com/maps/place/Gandhisagar+Lake/data=!4m5!3m4!1s0x3bd4c0c8068f6e73:0x85024df871f82747!8m2!3d21.1463915!4d79.0976901?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMIfPjfE8Pwimz8YGjDA8zNaXehPLKdBKjX4U0Q=w172-h92-k-no,
Maharashtra,Nagpur,Nagpur,NMC Dr. Babasaheb Ambedkar Marathwada Shahid Smarak,4.4,Tourist attraction,"Kamptee Rd, Dus No. Pulia Chowk, Dobi Nagar, Bezonbagh, Nagpur, Maharashtra 440017","21.17128161643662, 79.0968085975565",,https://www.google.com/maps/place/NMC+Dr.+Babasaheb+Ambedkar+Marathwada+Shahid+Smarak/data=!4m5!3m4!1s0x3bd4c127b77c2a6d:0x343891e24ebd9!8m2!3d21.1712166!4d79.0968086?authuser=0&hl=en&rclk=1,https://lh6.googleusercontent.com/proxy/IRrLxyCBLXJ6bgHf2hN2xVHIQYNW_bVUVhATNpTLIaL1aad5aRdCoQk0HOAP3WQzApZ6ff6RhKRhVHMLNMt_M9B9QEHFTiFi_Pxf2obvCDLwJ1CnsQlIGmUhk0OzvA_OD00EqZVESEA4uwcIsptwKlD_S8tzblF3DUsoKFi1FnLf=w122-h92-k-no,
Maharashtra,Nashik,Nashik,Pandav Leni Caves,4.4,Tourist attraction,"Pandav Lene Rd, Buddha Vihar, Pathardi Phata, Nashik, Maharashtra 422010","19.941418140599108, 73.74851208219069",Mountaintop village of ancient caves,https://www.google.com/maps/place/Pandav+Leni+Caves/data=!4m5!3m4!1s0x3bdd94a7de75e413:0xeb2ea9ed807519b!8m2!3d19.9412114!4d73.748555?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMuuP3SwGdrho9hoa-q5chUN3y1I5YYYwAFz4ZM=w122-h92-k-no,
Maharashtra,Nashik,Nashik,Someshwar Water Fall,4.2,Waterfall,"2PHF+M97, Ambedkar Nagar, Nashik, Maharashtra 422222","20.029438384625156, 73.72341489753764",Godavari River cascade with many temples,https://www.google.com/maps/place/Someshwar+Water+Fall/data=!4m5!3m4!1s0x3bddec1682978165:0x75e5dfd33a421265!8m2!3d20.0291612!4d73.7234149?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPgLyfZ3srF43v6J6HMLWoN0fOd-ROb7Kf7Z8lm=w122-h92-k-no,
Maharashtra,Nashik,Nashik,Artillery Museum,4.6,Museum,"Artillery Centre, Gandhi Nagar Airport Area, Deolali Gaon, Nashik, Maharashtra 422101","19.944028564192493, 73.80891438219076",Old-school weapons & historical info,https://www.google.com/maps/place/Artillery+Museum/data=!4m5!3m4!1s0x3bddeab7e3d07179:0x1e5fb5573393e568!8m2!3d19.9437714!4d73.8089573?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMdDJTn1NCzZRYRGQ5ols2f5oOuCp6S9juJuvFL=w163-h92-k-no,
Maharashtra,Nashik,Nashik,Shri Kalaram Sansthan Mandir Vedic Puja Spiritual center,4.6,Tourist attraction,"Nirman upavan C-3, opposite Kalaram Temple East door, Panchavati, Nashik, Maharashtra 422003","20.00715701708649, 73.79575859753722",Old Temple with ornate details,https://www.google.com/maps/place/Shri+Kalaram+Sansthan+Mandir+Vedic+Puja+Spiritual+center/data=!4m5!3m4!1s0x3bddea54af93f661:0x24d9baa56b890e57!8m2!3d20.0069302!4d73.7957586?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNtcN5FKBcaxYlJ9yJNtX_u3BJM6HoXrcimj_pm=w163-h92-k-no,
Maharashtra,Nashik,Nashik,Ramkund Panchwati,4.4,Tourist attraction,"near Kapaleshwar Temple, Ramkund, Panchavati, Nashik, Maharashtra 422003","20.00829343415674, 73.79225509753728",,https://www.google.com/maps/place/Ramkund+Panchwati/data=!4m5!3m4!1s0x3bddeb013af2e74b:0x82803f522403edf9!8m2!3d20.0080767!4d73.7922551?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMqtsH9K84dfV8nUV6IYki7rvtTtys-QXrmVOB0=w163-h92-k-no,
Maharashtra,Nashik,Nashik,Sundarnarayan Temple,4.5,Temple,"2Q4R+PMP, Kharewada, Raviwar Karanja, Panchavati, Nashik, Maharashtra 422001","20.007049535870934, 73.79165132451895",Elaborate 18th-century Vishnu temple,https://www.google.com/maps/place/Sundarnarayan+Temple/data=!4m5!3m4!1s0x3bddebab8225057f:0x7c266aa45c28ec44!8m2!3d20.0068328!4d73.7917157?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNElgQIEpJEIas_fRYxlxfLnaIhuXKWb2eVNSQX=w122-h92-k-no,
Maharashtra,Nashik,Nashik,Naroshankar Temple,4.5,Temple,"2Q4V+78R, Panchavati, Nashik, Maharashtra 422003","20.00599616307832, 73.79320432451898","Well-known, historical Hindu site",https://www.google.com/maps/place/Naroshankar+Temple/data=!4m5!3m4!1s0x3bddebac9b67a5fd:0x361549fef914a36b!8m2!3d20.0057391!4d73.7932687?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMdzO_jl6DYPD7-F0iXLEDjDVeh5yr7kq7qHvvH=w122-h92-k-no,
Maharashtra,Nashik,Nashik,Shree Kapaleshwar Mahadev Mandir,4.8,Temple,"2Q5V+76X, Panchavati, Nashik, Maharashtra 422003","20.008500958984854, 73.79304049568263",18th-century Temple of Shiva,https://www.google.com/maps/place/Shree+Kapaleshwar+Mahadev+Mandir/data=!4m5!3m4!1s0x3bddebac916a4cad:0x772e52a3a3cb90f2!8m2!3d20.0082439!4d73.7931156?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNVnCntJDaXg-MQHdFFIUl1-ROiU_RXDnpMiPIM=w80-h106-k-no,
Maharashtra,Nashik,Nashik,York Winery & Tasting Room,4.4,Tourist attraction,"Gat No.15, 2, Gangapur-Savargaon Rd, Gangavarhe, Nashik, Maharashtra 422222","20.011863729236282, 73.67452002451904",Scenic vineyard with a restaurant,https://www.google.com/maps/place/York+Winery+%26+Tasting+Room/data=!4m5!3m4!1s0x3bdded95193e0703:0x6c9444e85c11ed9e!8m2!3d20.011647!4d73.6745844?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipN9XQjhMn2doOOZ16DLdUFolHz8Kl0sE_sb7tkk=w185-h92-k-no,
Maharashtra,Nashik,Nashik,Ved Mandir,4.4,Temple,"Trambakeshwar Rd, Wild Orcade Society, Matoshree Nagar, Nashik, Maharashtra 422002","19.99492957042092, 73.77397258404618",,https://www.google.com/maps/place/Ved+Mandir/data=!4m5!3m4!1s0x3bddeb0b775fcf19:0x65601129e5ec5619!8m2!3d19.9947229!4d73.7739404?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPWp0oZ6OGpIUgi5tMwvG29QpFYW60rkgp_fZnJ=w163-h92-k-no,
Maharashtra,Nashik,Nashik,Coin Museum (Shanti-Krishna Museum of Money and History),4.3,Museum,"INHCRF Campus, Opposite Grape County Resort, Near Vadholi, Trambakeshwar Rd, Phata, Nashik, Maharashtra 422213","19.957958603437362, 73.61087249753649",Rare coins & natural history displays,https://www.google.com/maps/place/Coin+Museum+(Shanti-Krishna+Museum+of+Money+and+History)/data=!4m5!3m4!1s0x3bddf2deed80751f:0xf510e847bf37af24!8m2!3d19.9577418!4d73.6108725?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNxD5mocnHZOlcfTaGFy71e7GEttVDjkmNjtUbI=w122-h92-k-no,
Maharashtra,Nashik,Nashik,Shrine of the Infant Jesus (Nashik),4.8,Tourist attraction,"Highway, Post Box, Next to St. Xavier?s High School, No. 221, Nashik - Pune Rd, opposite Nehru Nagar, Nashik, Maharashtra 422101","19.966484311555046, 73.82097421659141",Tranquil church with a baby Jesus statue,https://www.google.com/maps/place/Shrine+of+the+Infant+Jesus+(Nashik)/data=!4m5!3m4!1s0x3bddeab653b487e5:0xa3b12a57fa87d68!8m2!3d19.9662171!4d73.8207811?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMzWllbFbcq5tvdE0S6X_pPqHMD__WzDbDhCph_=w122-h92-k-no,
Maharashtra,Nashik,Nashik,Bhaktidham,4.4,Tourist attraction,"22, Peth Rd, Rajpal Colony, Makhmalabad, Nashik, Maharashtra 422004","20.01356342689365, 73.79283478590108",,https://www.google.com/maps/place/Bhaktidham/data=!4m5!3m4!1s0x3bddebb53ef07d15:0x3590beca64a0c339!8m2!3d20.0133467!4d73.7927275?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNR_zJJVtIMP5FHp5XxC0i7Z7_OHTIRXr0FqZPC=w122-h92-k-no,
Maharashtra,Nashik,Nashik,Chamar Leni,4.5,Tourist attraction,"Peth Road, Nashik, Maharashtra 422004","20.06626938873816, 73.79302378775667",Storied hillside Jain prayer complex,https://www.google.com/maps/place/Chamar+Leni/data=!4m5!3m4!1s0x3bdde975c66fe113:0x8813e0f0f2333ad1!8m2!3d20.0661132!4d73.7928414?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipO6zr_cMlDlkQYBIWfoyo9G1xBe2h8Erlu4gs6c=w138-h92-k-no,
Maharashtra,Nashik,Nashik,Shri Someshwar Mahadev Mandir,4.5,Temple,"Gangapur Rd, Jalapur, Someshwar, Maharashtra 422002","20.022719692811197, 73.72804108219196",Temple dedicated to Lord Shiva,https://www.google.com/maps/place/Shri+Someshwar+Mahadev+Mandir/data=!4m5!3m4!1s0x3bddeb985ff32cdd:0x29b768633c516692!8m2!3d20.0225433!4d73.728084?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNs7FkZ5NZzxr7pUxUT_Yl-sE-jSb8yvdM14wbp=w163-h92-k-no,
Maharashtra,Nashik,Nashik,Botanical Garden Nashik,4,Park,"Pathardi Phata, Nashik","19.94092125565082, 73.74406662451794",,https://www.google.com/maps/place/Botanical+Garden+Nashik/data=!4m5!3m4!1s0x3bdd93571289be07:0x8e646291163b3355!8m2!3d19.9407246!4d73.744131?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPaOI6M-CRrT5ABIj1hwkBuxnBuOjZhukXzBUHP=w163-h92-k-no,
Maharashtra,Nashik,Nashik,Nashik Darshan,4.6,Park,"XQMM+G4C, Mumbai Naka, Govind Nagar, Nashik, Maharashtra 422009","19.98395030490998, 73.78278322637328",,https://www.google.com/maps/place/Nashik+Darshan/data=!4m5!3m4!1s0x3bddeb919efb7f1f:0x13da4fdaf1450765!8m2!3d19.9838142!4d73.7827725?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPlp6y8K3UspNmQkOKW5LYZaO4qx4tRMcGzr6Qc=w161-h92-k-no,
Maharashtra,Nashik,Nashik,Muktidham Mandir,4.5,Temple,"Mahatma Gandhi Rd, Gayakhe Colony, Nashik Road, Nashik, Maharashtra 422101","19.951922721129158, 73.8368955012457",Temple with notable architecture,https://www.google.com/maps/place/Muktidham+Mandir/data=!4m5!3m4!1s0x3bdd9556cf257a25:0xa0608cef3e2f5d60!8m2!3d19.9516454!4d73.8367453?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMT5NthOW71iV6Lg3BU2av-PN52UldtPXM7doeQ=w138-h92-k-no,
Maharashtra,Nashik,Nashik,Shree Navshya Ganpati Mandir,4.7,Temple,"2P8V+H75, Navshya Ganapati Parisar, Peshwe Colony, Anandvalli, Nashik, Maharashtra 422013","20.016601722705186, 73.74333345706486",18th-century riverside Temple,https://www.google.com/maps/place/Shree+Navshya+Ganpati+Mandir/data=!4m5!3m4!1s0x3bddec7467c1a15f:0x6de13718f0c8ef63!8m2!3d20.016385!4d73.7432369?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMVfJHMIhXGvYtUEe-bYmosNx0Gx_xu_BUWjlV1=w80-h95-k-no,
Maharashtra,Nashik,Nashik,Shri Anna Ganapati Navgraha Siddhapeetham Nashik,4.5,Tourist attraction,"Shri Anna Ganapati Bridge, Nanekar Mala, Vihitgaon, Nashik, Maharashtra 422101","19.941571112617254, 73.82624677055452",Temple with a 4-faced statue of Ganesha,https://www.google.com/maps/place/Shri+Anna+Ganapati+Navgraha+Siddhapeetham+Nashik/data=!4m5!3m4!1s0x3bdd954479f9b9fd:0xff02367c8671e464!8m2!3d19.9414148!4d73.8261824?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNw2nbpcYyUqEtXTLoC93-p6eIxDe6D41FsBkoF=w122-h92-k-no,
Maharashtra,Nashik,Nashik,Shree Siddhavastu,4.6,Tourist attraction,"Bhadrakali Mandir Rd, near Sakshi Ganesh, Bhadrakali, Panchavati, Nashik, Maharashtra 422001","20.00228493249982, 73.79090113986436",Mountaintop village of ancient caves,https://www.google.com/maps/place/Shree+Siddhavastu/data=!4m5!3m4!1s0x3bddebaa7ba9b8cd:0x3dc7bd3626d7030a!8m2!3d20.0020077!4d73.7909226?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMat04YX_tlK6TRQjf9aCrjZHRpwLZi5QeIfmJX=w80-h106-k-no,
Maharashtra,Nashik,Nashik,Temple Hill,4.4,Tourist attraction,"Dhondy Rd, Deolali Camp, Deolali, Maharashtra 422401","19.894129991050164, 73.82156407055375",Godavari River cascade with many temples,https://www.google.com/maps/place/Temple+Hill/data=!4m5!3m4!1s0x3bdd9596e03acf51:0xb9b6e2013b8358f1!8m2!3d19.8939131!4d73.8214997?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipP35E2-KqkphIpaBVs-vtAhIA3CEzX0qEsMXH56=w138-h92-k-no,
Maharashtra,Nashik,Nashik,Triveni Sangam,4.4,Tourist attraction,"2Q4R+XR3, Panchavati, Nashik, Maharashtra 422003","20.007606316438462, 73.79201541102813",Old-school weapons & historical info,https://www.google.com/maps/place/Triveni+Sangam/data=!4m5!3m4!1s0x3bddebac80580237:0xd90a1d383bd78484!8m2!3d20.0073795!4d73.7920476?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOnXVxoSaS3COwnj1w5g9pArTm8AkgQA3Bbyx7D=w80-h142-k-no,
Maharashtra,Nashik,Nashik,Water Curtains,4.2,Tourist attraction,"2Q5R+867, Panchavati, Nashik, Maharashtra 422003","20.00854585891149, 73.7905218398645",Old Temple with ornate details,https://www.google.com/maps/place/Water+Curtains/data=!4m5!3m4!1s0x3bddebac67cd4eb5:0x424a4f4c4c81d005!8m2!3d20.0082888!4d73.7905433?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMi3OvJMIVH7oxvzWS_lkmoRim_HIw3WyxTFJ-F=w122-h92-k-no,
Maharashtra,Nashik,Nashik,Godavari River,4.4,Tourist attraction,"Gadge Maharaj Rd, Saraf Bazar, Panchavati, Nashik, Maharashtra 422001","20.00769543498076, 73.79224946684626",,https://www.google.com/maps/place/Godavari+River/data=!4m5!3m4!1s0x3bddeb0ecdb865d3:0x9225b2ac7273720b!8m2!3d20.0074787!4d73.7923353?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNfNHGkd24GnTGmfTpSKjtrt16KTzNpbRG6lYy7=w80-h142-k-no,
Maharashtra,Nashik,Nashik,Museum Kohum,4.6,Museum,"7, Triambakeshwar Rd, near ABB Circle, Mahatma Nagar, Parijat Nagar, Nashik, Maharashtra 422007","19.994181882379195, 73.75344135520982",Elaborate 18th-century Vishnu temple,https://www.google.com/maps/place/Museum+Kohum/data=!4m5!3m4!1s0x3bddeb7ecbfc10e1:0x321a779ec1fdeeda!8m2!3d19.9939248!4d73.7534199?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipO-SLxSTP3dJOJuvP8C415j7C1DLZe_HMoeSqnQ=w163-h92-k-no,
Maharashtra,Nashik,Nashik,Enriching Nashik - tourist spot,4.8,Tourist attraction,"Road, Nashik, Maharashtra 422010","19.93624650506852, 73.73355838589988",,https://www.google.com/maps/place/Enriching+Nashik+-+tourist+spot/data=!4m5!3m4!1s0x3bdd9360a1da619d:0xca0bf633ea60a6c7!8m2!3d19.9360095!4d73.7334511?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipO0T9dATliyizL7m0jsYuLSUZXt021-EH-U1Xz5=w122-h92-k-no,
Maharashtra,Nashik,Nashik,JAGANNATH MANDIR,4.6,Temple,"Unnamed Road, Nashik, Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra 422010","19.955328483662782, 73.77232935520922",,https://www.google.com/maps/place/JAGANNATH+MANDIR/data=!4m5!3m4!1s0x3bddeb356e884141:0x21c83c0ff5c313a7!8m2!3d19.9551621!4d73.7723079?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPMDTsFEcOFZgpq3fhz0PBBHVarRhzwU_w_3GML=w122-h92-k-no,
Maharashtra,Nashik,Nashik,Dugarwadi Waterfall,4.4,Waterfall,"Trimbakeshwar, Trimbak, Maharashtra","19.940933526832797, 73.46827951102698",Hillside cascade with mountain views,https://www.google.com/maps/place/Dugarwadi+Waterfall/data=!4m5!3m4!1s0x3bddf55921a96453:0xcfec1778eab8178f!8m2!3d19.9407167!4d73.4683117?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMzvBJuhJlesbmC00gNahPQMqHDC7RgiOdeRnRp=w80-h142-k-no,
Maharashtra,Nashik,Nashik,Mr.chaitu point,4.4,Tourist attraction,"Shahu Maharaj Path, Anand Nagar, Deolali Gaon, Nashik, Maharashtra 422214","19.950082499278103, 73.83724418219074",,https://www.google.com/maps/place/Mr.chaitu+point/data=!4m5!3m4!1s0x3bdd95a448e093b1:0x621fad0ccf627692!8m2!3d19.9498556!4d73.8372871?authuser=0&hl=en&rclk=1,https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,
Maharashtra,Nashik,Nashik,Krishna Temple,3.9,Temple,Krishna Temple Narang Colony Jail Road Nashik Road Nashik.,"19.973434649199373, 73.83907301473691",,https://www.google.com/maps/place/Krishna+Temple/data=!4m5!3m4!1s0x3bddeaa64d4b0851:0x33e87658c9df824d!8m2!3d19.9731977!4d73.838955?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipN1NpNpJVTNpSI_3uaeVx5WGuusBaMVlcnckU6M=w122-h92-k-no,
Maharashtra,Nashik,Nashik,Nasardi waterfalls,2,Waterfall,"Unnamed Road, Samta Nagar, Nashik, Maharashtra 422214","19.988720613487654, 73.82100541288241",,https://www.google.com/maps/place/Nasardi+waterfalls/data=!4m5!3m4!1s0x3bddeb7c22336a93:0xa89c3a7a7ee73b90!8m2!3d19.9885341!4d73.8209625?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipN9l_1Pr2KdW-S1ask9NI2k7sELgZCkpaKY17NC=w122-h92-k-no,
Maharashtra,Nashik,Nashik,"Sunset Point, Gangapur Dam",4.3,Tourist attraction,"Gangapur Dam, Nashik, Maharashtra 422222","20.021583115837075, 73.68572354357403",,"https://www.google.com/maps/place/Sunset+Point,+Gangapur+Dam/data=!4m5!3m4!1s0x3bdded84a230b103:0x5cfa36a0333aacfd!8m2!3d20.0213664!4d73.6855948?authuser=0&hl=en&rclk=1",https://lh5.googleusercontent.com/p/AF1QipMHpTpR_3UpGGTizGImWfiAGCbH2jeXApBGeAlT=w122-h92-k-no,
Maharashtra,Nashik,Nashik,Siddheshwar Mandir,4.6,Temple,"2Q5P+P5W, Kausalya Nagar, Ram Wadi, Nashik, Maharashtra 422002","20.009567069985035, 73.78556908590105",,https://www.google.com/maps/place/Siddheshwar+Mandir/data=!4m5!3m4!1s0x3bddebaf07a10553:0x1e906dfffc6a358d!8m2!3d20.0093705!4d73.7854618?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOmjWHCwDN2AVTMuQd2gvUnsB9xYyOyFwyFPTqo=w133-h92-k-no,
Maharashtra,Nashik,Nashik,Cave 3,5,Tourist attraction,"WPRX+F5P, Buddha Vihar, Pathardi Phata, Nashik, Maharashtra 422010","19.941441226135357, 73.7479886840453",,https://www.google.com/maps/place/Cave+3/data=!4m5!3m4!1s0x3bdd94a820e0841b:0xbfcf54cca561739b!8m2!3d19.9412244!4d73.7479565?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOFhNj9GLlwtP1uIyDb0pOJ3tpfRz26p4co2j1b=w127-h92-k-no,
