Hotel_State,Hotel_City,Hotel_Pin,Hotel_Category,Hotel_Name,Hotel_GPS_Cods,Hotel_Map_Links,Hotel_Rating,Hotel_Stars,Hotel_Address,Hotel_Price,Hotel_AddOns_1,Hotel_AddOns_2,Hotel_AddOns_3,Hotel_AddOns_4
Maharashtra,Matheran,410102,H,Hotel Madhu Malti,"18.989704897185153, 73.27076357116361",https://www.google.com/maps/place/Hotel+Madhu+Malti/data=!4m8!3m7!1s0x3be7effc08b813ff:0xfb102f60bb5de284!5m2!4m1!1i2!8m2!3d18.9896491!4d73.2707743?authuser=0&hl=en&rclk=1,3.8,1,"railway station, near matheran, Matheran, Maharashtra 410102",2139,Free Wi-Fi,Air-conditioned,Breakfast,Wi-Fi
Maharashtra,Matheran,410102,H,Relax inn,"18.99122149667689, 73.27115554232724",https://www.google.com/maps/place/Relax+inn/data=!4m8!3m7!1s0x3be7efe92ba4e23d:0x1b5f040dfb490717!5m2!4m1!1i2!8m2!3d18.9911657!4d73.271177?authuser=0&hl=en&rclk=1,4.7,3,"railway station, Valge road, next to matheran, Matheran, Maharashtra 410102",1127,Free Wi-Fi,Breakfast,Wi-Fi,Restaurant
Maharashtra,Matheran,410102,H,The Byke Heritage Matheran,"18.979431700627078, 73.2685971711636",https://www.google.com/maps/place/The+Byke+Heritage+Matheran/data=!4m8!3m7!1s0x3be7e5164a4a7ed1:0x904917af3e14ff5!5m2!4m1!1i2!8m2!3d18.9793759!4d73.2686079?authuser=0&hl=en&rclk=1,3.9,3,"MG Rd, Matheran, Maharashtra 410102",4783,Pool,Spa,Free breakfast,Breakfast
Maharashtra,Matheran,410102,H,Aryan Valley View Cottage,"18.98906945241525, 73.27220031349087",https://www.google.com/maps/place/Aryan+Valley+View+Cottage/data=!4m8!3m7!1s0x3be7efd09a6ee8c7:0xb01f8c9731af8ff7!5m2!4m1!1i2!8m2!3d18.9890238!4d73.2722325?authuser=0&hl=en&rclk=1,3.4,3,"Main maket, opposite Union bank, near maratha hall, Matheran, Maharashtra 410102",1714,Air-conditioned,Breakfast,,
Maharashtra,Matheran,410102,H,Hiral Residency Hotel,"18.98810607251931, 73.271751",https://www.google.com/maps/place/Hiral+Residency+Hotel/data=!4m8!3m7!1s0x3be7effeb129795d:0x91ea77b5421e0d5e!5m2!4m1!1i2!8m2!3d18.988101!4d73.271751?authuser=0&hl=en&rclk=1,3.6,3,"hutatma bhai kotwal road; main market plot no 92 bp, Matheran, Maharashtra 410102",1344,Air-conditioned,,,
Maharashtra,Matheran,410102,H,VARAD RESIDENCY,"18.98853050754793, 73.2706642",https://www.google.com/maps/place/VARAD+RESIDENCY/data=!4m8!3m7!1s0x3be7ef613c1b36e5:0xe846ba5c731104bb!5m2!4m1!1i2!8m2!3d18.988495!4d73.2706642?authuser=0&hl=en&rclk=1,2.3,3,"MG Rd, Matheran, Maharashtra 410102",1523,,,,
Maharashtra,Matheran,410102,H,Namrata Palace,"18.989684607301815, 73.27158434232724",https://www.google.com/maps/place/Namrata+Palace/data=!4m8!3m7!1s0x3be7effea716ca3d:0xd1a9ebec8ebe82a2!5m2!4m1!1i2!8m2!3d18.9896491!4d73.2716058?authuser=0&hl=en&rclk=1,4.6,3,"Sant Gadge Maharaj Ln, Matheran, Maharashtra 410102",902,Air-conditioned,,,
Maharashtra,Matheran,410102,H,Kshitij Cottage,"18.996477794915005, 73.27579754232724",https://www.google.com/maps/place/Kshitij+Cottage/data=!4m8!3m7!1s0x3be7efe2ae2b9273:0xcad97216caa7e5c1!5m2!4m1!1i2!8m2!3d18.996422!4d73.275819?authuser=0&hl=en&rclk=1,4.3,3,"behind Ganesh Mandir, Aman Lodge, Indira Gandhi Nagar, Matheran, Maharashtra 410102",1867,Free Wi-Fi,Air-conditioned,Wi-Fi,
Maharashtra,Matheran,410102,H,Hunjar House Hotel,"18.99130319664951, 73.27108704232724",https://www.google.com/maps/place/Hunjar+House+Hotel/data=!4m8!3m7!1s0x3be7effbbf47b89d:0x40e3a5637ea106e2!5m2!4m1!1i2!8m2!3d18.9912474!4d73.2711085?authuser=0&hl=en&rclk=1,4.4,2,"M.G.ROAD, NEAR MATHERAN RAILWAY STATION, Matheran, Maharashtra 410102",2354,Wi-Fi,,,
Maharashtra,Matheran,410102,H,Radha Cottage Heritage Resort,"18.976901155750568, 73.26806894232723",https://www.google.com/maps/place/Radha+Cottage+Heritage+Resort/data=!4m8!3m7!1s0x3be7e551241cbccd:0xa087c89683ec6fc5!5m2!4m1!1i2!8m2!3d18.9768555!4d73.2680904?authuser=0&hl=en&rclk=1,4.3,2,"Pandey Road, Tal. Karjat, Dist, Matheran, Maharashtra 410210",11700,Air-conditioned,Restaurant,,
Maharashtra,Matheran,410102,H,Priti Hotel,"18.988024907655756, 73.27053623069105",https://www.google.com/maps/place/Priti+Hotel/data=!4m8!3m7!1s0x3be7ef3157464285:0x84ecefd8fbf07461!5m2!4m1!1i2!8m2!3d18.9879894!4d73.2704504?authuser=0&hl=en&rclk=1,4.3,3,"X7QC+55W, MG Rd, Matheran, Maharashtra 410102",6720,,,,
Maharashtra,Matheran,410102,H,दिवाडकर होटल,"18.99093801729958, 73.2705273",https://www.google.com/maps/place/%E0%A4%A6%E0%A4%BF%E0%A4%B5%E0%A4%BE%E0%A4%A1%E0%A4%95%E0%A4%B0+%E0%A4%B9%E0%A5%8B%E0%A4%9F%E0%A4%B2/data=!4m8!3m7!1s0x3be7e5569a4194df:0x19a909dcf61fb8c!5m2!4m1!1i2!8m2!3d18.9909228!4d73.2705273?authuser=0&hl=en&rclk=1,3.1,3,"DIST MG Road DIST, Matheran, Maharashtra 410102",3780,Free Wi-Fi,Air-conditioned,Wi-Fi,Restaurant
Maharashtra,Matheran,410102,H,Hotel Woodside,"18.995966916839865, 73.27405404232724",https://www.google.com/maps/place/Hotel+Woodside/data=!4m8!3m7!1s0x3be7effc5796b07f:0x94aac6d768e21a53!5m2!4m1!1i2!8m2!3d18.9959517!4d73.2740755?authuser=0&hl=en&rclk=1,3.8,3,"X7WF+9JP, Matheran, Maharashtra 410102",4841,,,,
Maharashtra,Matheran,410102,H,OYO 62172 Hotel Hublal,"18.989679762358403, 73.27121594232723",https://www.google.com/maps/place/OYO+62172+Hotel+Hublal/data=!4m8!3m7!1s0x3be7ef9ddd3630fd:0x1ae75fcacb5c2834!5m2!4m1!1i2!8m2!3d18.9896544!4d73.2712374?authuser=0&hl=en&rclk=1,1.7,3,"Railway Station, 121, MG Rd, near Matheran, Matheran, Maharashtra 410102",1678,Air-conditioned,,,
Maharashtra,Matheran,410102,H,Suvidha Cottage,"18.988514062535966, 73.27195329814533",https://www.google.com/maps/place/Suvidha+Cottage/data=!4m8!3m7!1s0x3be7ef8a6f8d6f03:0xaeb8db1af46d5e89!5m2!4m1!1i2!8m2!3d18.9884887!4d73.2720284?authuser=0&hl=en&rclk=1,2,3,"X7QC+9RR, Suvidha Cottage, Rajaram Salunke Road, Ghodake aali, Matheran, Matheran, Maharashtra 410102",2243,,,,
Maharashtra,Matheran,410102,H,KHATIJA RESORT,"18.999228371453917, 73.27234614232724",https://www.google.com/maps/place/KHATIJA+RESORT/data=!4m8!3m7!1s0x3be7fa59172861b7:0xb53ca2d5bf918eca!5m2!4m1!1i2!8m2!3d18.999132!4d73.2723676?authuser=0&hl=en&rclk=1,3.2,2,"Plot 192 Elphiston Road, Matheran, Maharashtra 410102",2364,Air-conditioned,Breakfast,,
Maharashtra,Matheran,410102,H,OYO 62904 Hotel Ayaan Valley House,"18.98829010759919, 73.2696247",https://www.google.com/maps/place/OYO+62904+Hotel+Ayaan+Valley+House/data=!4m8!3m7!1s0x3be7ef4e14776aab:0xdefec127cbcc15d!5m2!4m1!1i2!8m2!3d18.9882546!4d73.2696247?authuser=0&hl=en&rclk=1,5,3,"railway station, 13/52 Kotwal Nagar, near Matheran, Matheran, Maharashtra 410102",5600,Air-conditioned,,,
Maharashtra,Matheran,410102,H,SPOT ON 62831 Hotel President House,"18.991437396604532, 73.2696842288364",https://www.google.com/maps/place/SPOT+ON+62831+Hotel+President+House/data=!4m8!3m7!1s0x3be7ef358d8cfea1:0x8f100d78cd84e175!5m2!4m1!1i2!8m2!3d18.9913816!4d73.2696735?authuser=0&hl=en&rclk=1,1,3,"Railway Station, 14, Kasturba Rd, near Matheran, Matheran, Maharashtra 410102",2684,Air-conditioned,,,
Maharashtra,Matheran,410102,H,Green field resort,"18.986609053089797, 73.26562217116361",https://www.google.com/maps/place/Green+field+resort/data=!4m8!3m7!1s0x3be7efa1b5f3a071:0x4378ea74bc894b29!5m2!4m1!1i2!8m2!3d18.9865634!4d73.2656329?authuser=0&hl=en&rclk=1,4,3,"Matheran, Maharashtra 410102",1807,Wi-Fi,,,
Maharashtra,Matheran,410102,H,Treebo Trend Shalimar In The Forest Matheran,"18.998586049805304, 73.27398235767275",https://www.google.com/maps/place/Treebo+Trend+Shalimar+In+The+Forest+Matheran/data=!4m8!3m7!1s0x3be7ef6b4fbf89db:0x70da4db8a3a785a!5m2!4m1!1i2!8m2!3d18.9985404!4d73.2739609?authuser=0&hl=en&rclk=1,4.4,3,"Railway Station, 1, Kasturba Rd, near Matheran, Matheran, Maharashtra 410102",5492,Free breakfast,Free Wi-Fi,Breakfast,Wi-Fi
Maharashtra,Matheran,410102,H,Hublal Cottage,"18.991569717241834, 73.2711154",https://www.google.com/maps/place/Hublal+Cottage/data=!4m8!3m7!1s0x3be7ef26ca71ab4d:0xbccbb78f2ee92cdb!5m2!4m1!1i2!8m2!3d18.9915545!4d73.2711154?authuser=0&hl=en&rclk=1,4.5,3,"X7RC+JCH, Matheran, Maharashtra 410102",1818,,,,
Maharashtra,Matheran,410102,H,Horseland Hotel & Mountain Spa,"18.98668637256257, 73.26879654232724",https://www.google.com/maps/place/Horseland+Hotel+%26+Mountain+Spa/data=!4m8!3m7!1s0x3be7eff8e3d4c833:0xec66dc559c7a5f7c!5m2!4m1!1i2!8m2!3d18.9866813!4d73.268818?authuser=0&hl=en&rclk=1,3.9,3,"X7P9+MGG, VITHALRAO KOTWAL ROAD, Khalapur, Maharashtra 410102",4815,Pool,Spa,Wi-Fi,Restaurant
Maharashtra,Matheran,410102,H,Vighnesh Residency,"18.989719797180175, 73.27062827116362",https://www.google.com/maps/place/Vighnesh+Residency/data=!4m8!3m7!1s0x3be7efb502703f7d:0xaf35b0a181ebbefb!5m2!4m1!1i2!8m2!3d18.989664!4d73.270639?authuser=0&hl=en&rclk=1,5,3,"railway station, Matheran, Maharashtra 410102",1676,,,,
Maharashtra,Matheran,410102,H,Matheran HolidayZ,"18.989557652281377, 73.27100005767275",https://www.google.com/maps/place/Matheran+HolidayZ/data=!4m8!3m7!1s0x3be7efab4514ed27:0x9551dac3c673176d!5m2!4m1!1i2!8m2!3d18.989512!4d73.2709786?authuser=0&hl=en&rclk=1,4,3,"Matheran, Maharashtra 410102",2137,Pool,,,
Maharashtra,Matheran,410102,H,Alexander Heritage And Rainforest Resort,"18.978478500946345, 73.27052619999998",https://www.google.com/maps/place/Alexander+Heritage+And+Rainforest+Resort/data=!4m8!3m7!1s0x3be7e58f4bd6359f:0x7654079dd4b2a72a!5m2!4m1!1i2!8m2!3d18.9784227!4d73.2705262?authuser=0&hl=en&rclk=1,4.4,2,"Plot 99, Matheran, Maharashtra 410102",3570,Free breakfast,Breakfast,Restaurant,
Maharashtra,Matheran,410102,H,Woodlands Hotel,"18.999462649564833, 73.27283709999999",https://www.google.com/maps/place/Woodlands+Hotel/data=!4m8!3m7!1s0x3be7e5569a4194df:0x445ecf4681cc650!5m2!4m1!1i2!8m2!3d18.999417!4d73.2728371?authuser=0&hl=en&rclk=1,4.1,3,"Maldunge, Maharashtra 410102",4814,Pool,Free breakfast,Air-conditioned,Breakfast
Maharashtra,Matheran,410102,H,New Green Hill resort Matheran,"18.999335049599853, 73.27310697116361",https://www.google.com/maps/place/New+Green+Hill+resort+Matheran/data=!4m8!3m7!1s0x3be7eff29475b40b:0x3e7037f016a7c685!5m2!4m1!1i2!8m2!3d18.9992894!4d73.2731177?authuser=0&hl=en&rclk=1,4.2,2,"Fitwala road, Matheran, Maharashtra 410102",2277,Wi-Fi,,,
Maharashtra,Nagpur,440025,H,Treebo Trend Jog Centre - Hotel in Nagpur,"21.0881536251275, 79.0657258329389",https://www.google.com/maps/place/Treebo+Trend+Jog+Centre+-+Hotel+in+Nagpur/data=!4m8!3m7!1s0x3bd4bf09cbcd7501:0xe933b1dfab45d591!5m2!4m1!1i2!8m2!3d21.088018!4d79.065731?authuser=0&hl=en&rclk=1,4,3,"20-21, Prakash Housing Society, Wardha Rd, Kannamwar Nagar, Nagpur, Maharashtra 440025",1746,Free breakfast,Air-conditioned,Breakfast,Wi-Fi
Maharashtra,Nagpur,440025,H,Treebo Trend Chalets,"21.09239333160787, 79.06288961944519",https://www.google.com/maps/place/Treebo+Trend+Chalets/data=!4m8!3m7!1s0x3bd4bfa0ebb050a9:0x4b072900eb7d41e9!5m2!4m1!1i2!8m2!3d21.092148!4d79.062863?authuser=0&hl=en&rclk=1,4.2,3,"Plot no. 20 Engineer coop, HSG. Society, Sector 02, Somalwada, Nagpur, Maharashtra 440025",2535,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Nagpur,440022,H,Hotel Nagpur Ashok,"21.123610164158563, 79.0644989041041",https://www.google.com/maps/place/Hotel+Nagpur+Ashok/data=!4m8!3m7!1s0x3bd4c07e29b66081:0xe1ff7f6028251a43!5m2!4m1!1i2!8m2!3d21.123385!4d79.064515?authuser=0&hl=en&rclk=1,4,3,"West High Court Road, Aath Rasta Chowk, Laxminagar, Nagpur, Maharashtra 440022",3183,Pool,Free parking,Free breakfast,Air-conditioned
Maharashtra,Nagpur,440015,H,Radisson Blu Hotel Nagpur,"21.10627139059962, 79.06973543478706",https://www.google.com/maps/place/Radisson+Blu+Hotel+Nagpur/data=!4m8!3m7!1s0x3bd4bf7bf6662669:0x2bd11894402740fb!5m2!4m1!1i2!8m2!3d21.1059361!4d79.0696657?authuser=0&hl=en&rclk=1,4.5,5,"7, Wardha Rd, Samarth Nagar East, Nagpur, Maharashtra 440015",6321,Pool,Spa,Free Wi-Fi,Air-conditioned
Maharashtra,Nagpur,440025,H,The Pride Hotel Nagpur,"21.08723667784345, 79.06433931759726",https://www.google.com/maps/place/The+Pride+Hotel+Nagpur/data=!4m8!3m7!1s0x3bd4bfa787fcb4f1:0x25ae5f7ade15b8f7!5m2!4m1!1i2!8m2!3d21.0870515!4d79.0643876?authuser=0&hl=en&rclk=1,4,5,"Wardha Rd, opposite Airport, New Manish Nagar, Sonegaon, Nagpur, Maharashtra 440025",4454,Pool,Spa,Free parking,Free breakfast
Maharashtra,Nagpur,440012,H,Hotel Hardeo,"21.141617123373145, 79.08584868876282",https://www.google.com/maps/place/Hotel+Hardeo/data=!4m8!3m7!1s0x3bd4c0959f9e2a3d:0x57b829b20feef0a3!5m2!4m1!1i2!8m2!3d21.141412!4d79.0859077?authuser=0&hl=en&rclk=1,4,3,"Munje Marg, near Laxmi Theatre, Sitabuldi, Nagpur, Maharashtra 440012",3551,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Nagpur,440018,H,"Mango Hotels, Nagpur – Central Avenue Road","21.152018014972867, 79.09790517896485","https://www.google.com/maps/place/Mango+Hotels,+Nagpur+%E2%80%93+Central+Avenue+Road/data=!4m8!3m7!1s0x3bd4c0c5fe55a5dd:0xc65f713818af3d1f!5m2!4m1!1i2!8m2!3d21.1518029!4d79.0977818?authuser=0&hl=en&rclk=1",3.6,3,"Central Ave, opp. Gitanjali Theatare, Gitanjali Talkies, Lodhipura, Nagpur, Maharashtra 440018",2410,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Nagpur,440025,H,"The Legend Inn, Nagpur","21.085078280534532, 79.0637433329388","https://www.google.com/maps/place/The+Legend+Inn,+Nagpur/data=!4m8!3m7!1s0x3bd4bfa7fcd940b5:0xc774dbc2eb3127ed!5m2!4m1!1i2!8m2!3d21.0848931!4d79.0637487?authuser=0&hl=en&rclk=1",3.9,3,"Wardha Road 14 &15, Modern Society, Ingole Nagar Near airport metro station pillar no. 16 & 17, Nagpur, Maharashtra 440025",2380,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Nagpur,440009,H,Regenta Central Hotel & Convention Centre,"21.13987696676722, 79.11980736177517",https://www.google.com/maps/place/Regenta+Central+Hotel+%26+Convention+Centre/data=!4m8!3m7!1s0x3bd4c7ab11ba3647:0x43057e4cb0eb6be5!5m2!4m1!1i2!8m2!3d21.1396118!4d79.119802?authuser=0&hl=en&rclk=1,4.1,4,"230, Gangabai Ghat Road, Great Nag Rd, Jagnade Square, Nandanvan, Nagpur, Maharashtra 440009",4092,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Nagpur,440018,H,Hotel Dwarkamai,"21.141130178021267, 79.09558763293978",https://www.google.com/maps/place/Hotel+Dwarkamai/data=!4m8!3m7!1s0x3bd4c0b99e26eadd:0xdf91b8c0884717ad!5m2!4m1!1i2!8m2!3d21.140845!4d79.095593?authuser=0&hl=en&rclk=1,4.2,3,"Near, Sri Sainath Enclave, St Stand Rd, Ganeshpeth Colony, Nagpur, Maharashtra 440018",3735,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Nagpur,440018,H,Orange Tree Hotels,"21.15231832651554, 79.09877871759834",https://www.google.com/maps/place/Orange+Tree+Hotels/data=!4m8!3m7!1s0x3bd4c1007ae19fa3:0x5085bb3a821944a2!5m2!4m1!1i2!8m2!3d21.1520832!4d79.098827?authuser=0&hl=en&rclk=1,4.4,3,"34, Central Ave, Gandhibagh, Nagpur, Maharashtra 440018",2903,Air-conditioned,Wi-Fi,,
Maharashtra,Nagpur,440012,H,Anand Mahal Hotel,"21.145676930624685, 79.08154516177531",https://www.google.com/maps/place/Anand+Mahal+Hotel/data=!4m8!3m7!1s0x3bd4c0eb59b06fa1:0x5a4bd7244857e7f3!5m2!4m1!1i2!8m2!3d21.1454518!4d79.0815398?authuser=0&hl=en&rclk=1,3.4,2,"Temple Bazar Rd, Sitabuldi, Nagpur, Maharashtra 440012",795,Airport shuttle,,,
Maharashtra,Nagpur,440001,H,Tuli International,"21.15851350553169, 79.07979454828174",https://www.google.com/maps/place/Tuli+International/data=!4m8!3m7!1s0x3bd4c0e5bed7850d:0x862fc9c2dd4d5efa!5m2!4m1!1i2!8m2!3d21.1582984!4d79.079757?authuser=0&hl=en&rclk=1,3.8,3,"5, Residency Rd, Next to Liberty Cinema, Liberty Chowk, Sadar, Nagpur, Maharashtra 440001",2855,Pool,Spa,Free breakfast,Free Wi-Fi
Maharashtra,Nagpur,440010,H,Hotel Centre Point,"21.134992625388982, 79.0762791599273",https://www.google.com/maps/place/Hotel+Centre+Point/data=!4m8!3m7!1s0x3bd4c0902e33f195:0x8064c2db2c7d6e49!5m2!4m1!1i2!8m2!3d21.1347975!4d79.0763489?authuser=0&hl=en&rclk=1,4.3,3,"24, Central Bazar Road, Gandhi bagh, Ramdaspeth, Nagpur, Maharashtra 440010",4656,Pool,Spa,Free breakfast,Air-conditioned
Maharashtra,Nagpur,440025,H,Hotel Airport Centre Point,"21.09444132929377, 79.06553166177446",https://www.google.com/maps/place/Hotel+Airport+Centre+Point/data=!4m8!3m7!1s0x3bd4bf0a88cf0489:0xf12400f357e0e43b!5m2!4m1!1i2!8m2!3d21.0942962!4d79.0655263?authuser=0&hl=en&rclk=1,4.1,3,"131, 1, Wardha Rd, Chatrapati Nagar, Nagpur, Maharashtra 440025",3658,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Nagpur,440001,H,Hotel LB हॉटेल एलबी,"21.159256387894867, 79.0800989482817",https://www.google.com/maps/place/Hotel+LB+%E0%A4%B9%E0%A5%89%E0%A4%9F%E0%A5%87%E0%A4%B2+%E0%A4%8F%E0%A4%B2%E0%A4%AC%E0%A5%80/data=!4m8!3m7!1s0x3bd4c0e5ca92d7cb:0xc63f0a0a8de1b099!5m2!4m1!1i2!8m2!3d21.1590713!4d79.0800614?authuser=0&hl=en&rclk=1,3.8,2,"2A, Mount Rd Ext, opposite LIC Building, Opp. LIC Office, Sadar, Nagpur, Maharashtra 440001",2056,Free breakfast,Air-conditioned,Breakfast,Wi-Fi
Maharashtra,Nagpur,440025,H,Hotel Flora Inn,"21.101362216792474, 79.06582941759753",https://www.google.com/maps/place/Hotel+Flora+Inn/data=!4m8!3m7!1s0x3bd4bf75952ccf77:0xe4368c80bd3d3fd7!5m2!4m1!1i2!8m2!3d21.101117!4d79.0658777?authuser=0&hl=en&rclk=1,3.6,2,"Plot No.2164 Somalwada - Besa Road satpute layout, Wardha Rd, near mahatme eye hospital, Rajiv Nagar, Nagpur, Maharashtra 440025",1311,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Nagpur,440012,H,Hotel Chanakya,"21.143745048225245, 79.08380736177524",https://www.google.com/maps/place/Hotel+Chanakya/data=!4m8!3m7!1s0x3bd4c094db8e3821:0x820e5715e1d45476!5m2!4m1!1i2!8m2!3d21.14365!4d79.083802?authuser=0&hl=en&rclk=1,3.4,3,"Modi Lane No: 3, opp. Bata Store, Sitabuldi, Nagpur, Maharashtra 440012",1372,Air-conditioned,Airport shuttle,,
Maharashtra,Nagpur,440010,H,Tuli Imperial,"21.13388919068946, 79.0729365310918",https://www.google.com/maps/place/Tuli+Imperial/data=!4m8!3m7!1s0x3bd4c08f0abcdf47:0xa46406ec8a4e6cdc!5m2!4m1!1i2!8m2!3d21.1337441!4d79.073017?authuser=0&hl=en&rclk=1,4.2,3,"37, Farm Land, Central Bazar Road, New Ramdaspeth, Ramdaspeth, Nagpur, Maharashtra 440010",3937,Pool,Spa,Free parking,Free breakfast
Maharashtra,Nagpur,440018,H,Hotel Woodlands,"21.151512055308235, 79.09812663294004",https://www.google.com/maps/place/Hotel+Woodlands/data=!4m8!3m7!1s0x3bd4c0c600dedbfb:0xaab0f312346de182!5m2!4m1!1i2!8m2!3d21.151397!4d79.098132?authuser=0&hl=en&rclk=1,3.2,3,"Gitanjali Cinema, Central Ave, Gandhibagh, Nagpur, Maharashtra 440018",1529,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Nagpur,440012,H,Hotel North View,"21.13884871341253, 79.08402604643354",https://www.google.com/maps/place/Hotel+North+View/data=!4m8!3m7!1s0x3bd4c0967e112a21:0xf502f83559065cc6!5m2!4m1!1i2!8m2!3d21.1386636!4d79.0840636?authuser=0&hl=en&rclk=1,3.9,3,"Chhoti Dhantoli Park, Abhyankar Marg Near Yeshwant Stadium, opp. NMV Ground, Nagpur, Maharashtra 440012",2475,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Nagpur,440012,H,HOTEL AMRTA,"21.143845146535057, 79.08352107342117",https://www.google.com/maps/place/HOTEL+AMRTA/data=!4m8!3m7!1s0x3bd4c0c011f8b8d1:0x1905db80462bf973!5m2!4m1!1i2!8m2!3d21.1436!4d79.083623?authuser=0&hl=en&rclk=1,3.8,2,"03, Modi Number 3, Modi No.3, Sitabuldi, Nagpur, Maharashtra 440012",2207,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Nagpur,440012,H,OYO 5408 Loharkar's Family Hotel,"21.14026956606439, 79.08517633109193",https://www.google.com/maps/place/OYO+5408+Loharkar's+Family+Hotel/data=!4m8!3m7!1s0x3bd4c095c68431cd:0x195005885506043d!5m2!4m1!1i2!8m2!3d21.1400044!4d79.0852568?authuser=0&hl=en&rclk=1,3.5,3,"Plot No:- 428 Beside Platinum Hospital, Maharashtra 440012",1499,Free breakfast,Air-conditioned,Breakfast,Wi-Fi
Maharashtra,Nagpur,440002,H,HOTEL KK RESIDENCY / KK SERVICE APARTMENTS,"21.179629774820373, 79.10921400225716",https://www.google.com/maps/place/HOTEL+KK+RESIDENCY+%2F+KK+SERVICE+APARTMENTS/data=!4m8!3m7!1s0x3bd4c12cd8a1b3bb:0x504fbe8882830882!5m2!4m1!1i2!8m2!3d21.1794147!4d79.1093052?authuser=0&hl=en&rclk=1,3.7,3,"Opp Durga Mata Mandir, Teka Naka Kamptee Rd, Nagpur, Maharashtra 440002",1487,Free Wi-Fi,Air-conditioned,Breakfast,Wi-Fi
Maharashtra,Nagpur,440001,H,Hotel Orient Inn,"21.16149339583108, 79.07889167711718",https://www.google.com/maps/place/Hotel+Orient+Inn/data=!4m8!3m7!1s0x3bd4c16f02e2c267:0x63026194598793fd!5m2!4m1!1i2!8m2!3d21.1612883!4d79.0788434?authuser=0&hl=en&rclk=1,3.8,3,"Near Dr jadhwani clinic, Residency Rd, opp. Canara bank, Sadar, Nagpur, Maharashtra 440001",1524,Free breakfast,Breakfast,,
Maharashtra,Nagpur,440001,H,OYO Flagship 69701 Hotel Vedanta Inn,"21.155049227983508, 79.08642266177542",https://www.google.com/maps/place/OYO+Flagship+69701+Hotel+Vedanta+Inn/data=!4m8!3m7!1s0x3bd4c110a753077f:0xeb3b2d469fb0b145!5m2!4m1!1i2!8m2!3d21.1548041!4d79.0864173?authuser=0&hl=en&rclk=1,4,3,"Plot No. 318/A, P. K. Salve Road, near Vanjari Mata Mandir, Mohan Nagar, Nagpur, Maharashtra 440001",1349,Free Wi-Fi,Wi-Fi,,
Maharashtra,Nagpur,440001,H,OYO 81848 Hotel Dua Continental,"21.15850645543309, 79.08228239061094",https://www.google.com/maps/place/OYO+81848+Hotel+Dua+Continental/data=!4m8!3m7!1s0x3bd4c0e665e3aac3:0x9ace22bace016a70!5m2!4m1!1i2!8m2!3d21.1583814!4d79.0822663?authuser=0&hl=en&rclk=1,3.4,2,"Opposite of Patni Automotive, Kamptee Road, Mount Rd Ext, Sadar, Nagpur, Maharashtra 440001",1349,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Nagpur,440012,H,HOTEL PRESIDENT,"21.143254347513015, 79.08393914643362",https://www.google.com/maps/place/HOTEL+PRESIDENT/data=!4m8!3m7!1s0x3bd4c094e167e2ff:0x958323f7dee4e3d8!5m2!4m1!1i2!8m2!3d21.1430092!4d79.0839767?authuser=0&hl=en&rclk=1,4,3,"Modi No.3, Sitabuldi, Nagpur, Maharashtra 440012",2856,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Nagpur,440018,H,Hotel R S,"21.151625873309534, 79.0909898752692",https://www.google.com/maps/place/Hotel+R+S/data=!4m8!3m7!1s0x3bd4c0c3dfb8847d:0xf333faee56c2059b!5m2!4m1!1i2!8m2!3d21.1514707!4d79.0910998?authuser=0&hl=en&rclk=1,3.5,3,"opp. East Santra Market, Bajaria, Nagpur, Maharashtra 440018",1568,Air-conditioned,,,
Maharashtra,Nagpur,440001,H,The JK Hotel,"21.157203601777475, 79.08321254828168",https://www.google.com/maps/place/The+JK+Hotel/data=!4m8!3m7!1s0x3bd4c133c290e775:0xd6f90d77e0e83cbe!5m2!4m1!1i2!8m2!3d21.1569985!4d79.083175?authuser=0&hl=en&rclk=1,3.8,3,"Near Railway Station, LIC Square, Kingsway Rd, behind Nexa Showroom, Tent Line, Mohan Nagar, Nagpur, Maharashtra 440001",1349,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned
